file_path,version_type,edition_info,volume,page,library,catalog_number,line_count,average_confidence,is_vertical
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03493 （二）09028 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 李承祥跋 重庆图书馆/正義序P1a.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,1a,重庆图书馆,2-03493,10,0.9879,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 3蒙古中统二年（1261）段子成刻明修本/【2】02630 （二）08889 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 蒙古中统二年（1261）段子成刻明修本 重庆图书馆/史記集解序P1a.jpg,B,B史记 集解、索隐合刻本 3蒙古中统二年（1261）段子成刻明修本,,1a,重庆图书馆,2-02630,44,0.9049,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-27.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,11,0.9823,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07475 （三）04193 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 吉林市图书馆/05 史记集解一百三十卷 明 史 吉林市圖/22-0003-0000005-06朱色眉批.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,吉林市图书馆,3-07475,29,0.9560,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07489 （三）04744 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 南京图书馆/00000002.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,,南京图书馆,3-07489,9,0.9957,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【2】03474 （二）08299 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 湖南图书馆/3474史记3·湖南图书馆.jpg,B,B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本,,,湖南图书馆,2-03474,6,0.9957,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-20.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,23,0.9635,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07480 （三）03532 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 山东省图书馆/IMG_5277.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,山东省图书馆,3-07480,21,0.9247,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-29.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,15,0.9873,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-16.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,22,0.9542,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆/序-3.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,黑龙江省图书馆,3-07474,10,0.9871,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-11.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,27,0.9944,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆/00085 史记一百三十卷 明 史 青岛市博物馆-8.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,4-10161,10,0.9631,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【1】01462 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 扬州市图书馆/01462 史记 一百三十卷 扬州图书馆.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,扬州市图书馆,1-01462,54,0.5655,否
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【4】10160 （四）00096 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 欧阳辅跋 江西省图书馆#存一百二十六卷/史记·卷三P1a.jpg,B,B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本,三,1a,江西省图书馆,4-10160,23,0.9738,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03487 （二）05427 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 陕西省图书馆/710000-1001-0000078-03.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,陕西省图书馆,2-03487,10,0.6402,否
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03491 （二）05109 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 北京大学图书馆/A24史記LSB8864.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,北京大学图书馆,2-03491,17,0.9808,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆/00085 史记一百三十卷 明 史 青岛市博物馆-6.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,4-10161,14,0.9481,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03487 （二）05427 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 陕西省图书馆/710000-1001-0000078-04.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,陕西省图书馆,2-03487,1,0.4210,否
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【2】03474 （二）08299 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 湖南图书馆/3474史记1·湖南图书馆.jpg,B,B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本,,,湖南图书馆,2-03474,21,0.9816,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆/00085 史记一百三十卷 明 史 青岛市博物馆-1.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,4-10161,9,0.9768,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 1宋乾道七年（1171）蔡梦弼东塾刻本/【1】00394 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 宋乾道七年（1171）蔡梦弼东塾刻本（卷四十三配清光绪元年杨保彝影宋抄本） 季振宜题款 国家图书馆/史记一百三十卷-9591-2.jpg,B,B史记 集解、索隐合刻本 1宋乾道七年（1171）蔡梦弼东塾刻本,,,国家图书馆,1-00394,41,0.9581,是
../data/名录 史记2025-11-6/A史记 集解本 5明崇祯十四年（1641）毛氏汲古阁刻本/【6】12487 （六）03688 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 明崇祯十四年（1641）毛氏汲古阁刻本 黄丕烈 王芑孙跋 沈恕校 湖北省图书馆/史记.王芑孙跋.jpg,A,A史记 集解本 5明崇祯十四年（1641）毛氏汲古阁刻本,,,湖北省图书馆,6-12487,6,0.8281,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-10.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,2,0.9886,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 1宋黄善夫刻本/【1】00397 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋建安黄善夫家塾刻本 黄绍箕 罗振玉题款 国家图书馆#存六十八卷/史记一百三十卷-7343-2.jpg,C,C史记 集解、索隐、正义三家注本 1宋黄善夫刻本,,,国家图书馆,1-00397,24,0.9690,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-28.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,28,0.9849,否
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆/序-2.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,黑龙江省图书馆,3-07474,15,0.9823,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【1】01463 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 四川省图书馆/01463 史记一百三十卷 四川省图书馆.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,四川省图书馆,1-01463,25,0.9726,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆/IMG_1236.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,湖南图书馆,6-12488,25,0.9721,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-17.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,26,0.9467,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 5明正德刘弘毅慎独斋刻本/【2】03475 （二）03223 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德刘弘毅慎独斋刻本 山东省图书馆/IMG_4202.jpg,B,B史记 集解、索隐合刻本 5明正德刘弘毅慎独斋刻本,,,山东省图书馆,2-03475,24,0.5362,是
../data/名录 史记2025-11-6/A史记 集解本 4明正德十年（1515）白鹿洞书院刻本/【3】07472 （三）08568 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 明正德十年（1515）白鹿洞书院刻本（卷三十一至三十六抄配） 北京大学图书馆/3178史記 明正德10年南康郡守刻本 NC2488-1273.12 １.jpg,A,A史记 集解本 4明正德十年（1515）白鹿洞书院刻本,,,北京大学图书馆,3-07472,11,0.9840,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07489 （三）04744 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 南京图书馆/00000003.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,,南京图书馆,3-07489,2,0.9776,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07480 （三）03532 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 山东省图书馆/IMG_5276.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,山东省图书馆,3-07480,5,0.9696,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03485 （二）02652 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 中国书店/003-b01.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,2-03485,25,0.9868,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-21.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,3,0.9611,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07489 （三）04744 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 南京图书馆/00000004.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,,南京图书馆,3-07489,12,0.9910,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-19.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,1,0.9989,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆/IMG_1238.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,湖南图书馆,6-12488,8,0.9733,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【3】07486 （三）07634 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 西安碑林博物馆/史記一百三十卷 明嘉靖九年 序2 碑林博物馆.jpg,C,C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本,,,,3-07486,9,0.9950,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-26.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,1,0.9779,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07482 （三）12353 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 内蒙古社会科学院图书馆/04史记/DSC_0400.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,内蒙古社会科学院图书馆,3-07482,23,0.9511,是
